GROUPING ID,GROUPING DESCRIPTION,Variable Legend,SELECT,DISPLAY,POPULATION_TYPE,VARIABLE
GHE_DALYRATE.193,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Malignant neoplasms, total female population",Melanoma and other skin cancers,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.GHECAUSES--GHE069__SEX--F
GHE_DALYRATE.193,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Malignant neoplasms, total female population",Mouth and oropharynx cancers,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.GHECAUSES--GHE062__SEX--F
GHE_DALYRATE.193,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Malignant neoplasms, total female population",Oesophagus cancer,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.GHECAUSES--GHE063__SEX--F
GHE_DALYRATE.193,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Malignant neoplasms, total female population",Ovary cancer,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.GHECAUSES--GHE073__SEX--F
GHE_DALYRATE.193,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Malignant neoplasms, total female population",Pancreas cancer,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.GHECAUSES--GHE067__SEX--F
GHE_DALYRATE.193,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Malignant neoplasms, total female population",Prostate cancer,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.GHECAUSES--GHE074__SEX--F
GHE_DALYRATE.193,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Malignant neoplasms, total female population",Stomach cancer,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.GHECAUSES--GHE064__SEX--F
GHE_DALYRATE.193,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Malignant neoplasms, total female population","Trachea, bronchus, lung cancers",,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.GHECAUSES--GHE068__SEX--F
GHE_DALYRATE.193,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Malignant neoplasms, total female population",Other malignant neoplasms,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.GHECAUSES--GHE078__SEX--F
GHE_DALYRATE.194,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Malignant neoplasms, total male population",Bladder cancer,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.GHECAUSES--GHE075__SEX--M
GHE_DALYRATE.194,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Malignant neoplasms, total male population",Breast cancer,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.GHECAUSES--GHE070__SEX--M
GHE_DALYRATE.194,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Malignant neoplasms, total male population",Cervix uteri cancer,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.GHECAUSES--GHE071__SEX--M
GHE_DALYRATE.194,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Malignant neoplasms, total male population",Colon and rectum cancers,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.GHECAUSES--GHE065__SEX--M
GHE_DALYRATE.194,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Malignant neoplasms, total male population",Corpus uteri cancer,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.GHECAUSES--GHE072__SEX--M
GHE_DALYRATE.194,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Malignant neoplasms, total male population",Leukaemia,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.GHECAUSES--GHE077__SEX--M
GHE_DALYRATE.194,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Malignant neoplasms, total male population",Liver cancer,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.GHECAUSES--GHE066__SEX--M
GHE_DALYRATE.194,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Malignant neoplasms, total male population","Lymphomas, multiple myeloma",,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.GHECAUSES--GHE076__SEX--M
GHE_DALYRATE.194,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Malignant neoplasms, total male population",Melanoma and other skin cancers,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.GHECAUSES--GHE069__SEX--M
GHE_DALYRATE.194,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Malignant neoplasms, total male population",Mouth and oropharynx cancers,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.GHECAUSES--GHE062__SEX--M
GHE_DALYRATE.194,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Malignant neoplasms, total male population",Oesophagus cancer,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.GHECAUSES--GHE063__SEX--M
GHE_DALYRATE.194,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Malignant neoplasms, total male population",Ovary cancer,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.GHECAUSES--GHE073__SEX--M
GHE_DALYRATE.194,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Malignant neoplasms, total male population",Pancreas cancer,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.GHECAUSES--GHE067__SEX--M
GHE_DALYRATE.194,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Malignant neoplasms, total male population",Prostate cancer,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.GHECAUSES--GHE074__SEX--M
GHE_DALYRATE.194,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Malignant neoplasms, total male population",Stomach cancer,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.GHECAUSES--GHE064__SEX--M
GHE_DALYRATE.194,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Malignant neoplasms, total male population","Trachea, bronchus, lung cancers",,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.GHECAUSES--GHE068__SEX--M
GHE_DALYRATE.194,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Malignant neoplasms, total male population",Other malignant neoplasms,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.GHECAUSES--GHE078__SEX--M
GHE_DALYRATE.195,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Malignant neoplasms, total population",Bladder cancer,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.GHECAUSES--GHE075
GHE_DALYRATE.195,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Malignant neoplasms, total population",Breast cancer,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.GHECAUSES--GHE070
GHE_DALYRATE.195,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Malignant neoplasms, total population",Cervix uteri cancer,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.GHECAUSES--GHE071
GHE_DALYRATE.195,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Malignant neoplasms, total population",Colon and rectum cancers,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.GHECAUSES--GHE065
GHE_DALYRATE.195,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Malignant neoplasms, total population",Corpus uteri cancer,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.GHECAUSES--GHE072
GHE_DALYRATE.195,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Malignant neoplasms, total population",Leukaemia,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.GHECAUSES--GHE077
GHE_DALYRATE.195,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Malignant neoplasms, total population",Liver cancer,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.GHECAUSES--GHE066
GHE_DALYRATE.195,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Malignant neoplasms, total population","Lymphomas, multiple myeloma",,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.GHECAUSES--GHE076
GHE_DALYRATE.195,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Malignant neoplasms, total population",Melanoma and other skin cancers,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.GHECAUSES--GHE069
GHE_DALYRATE.195,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Malignant neoplasms, total population",Mouth and oropharynx cancers,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.GHECAUSES--GHE062
GHE_DALYRATE.195,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Malignant neoplasms, total population",Oesophagus cancer,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.GHECAUSES--GHE063
GHE_DALYRATE.195,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Malignant neoplasms, total population",Ovary cancer,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.GHECAUSES--GHE073
GHE_DALYRATE.195,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Malignant neoplasms, total population",Pancreas cancer,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.GHECAUSES--GHE067
GHE_DALYRATE.195,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Malignant neoplasms, total population",Prostate cancer,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.GHECAUSES--GHE074
GHE_DALYRATE.195,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Malignant neoplasms, total population",Stomach cancer,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.GHECAUSES--GHE064
GHE_DALYRATE.195,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Malignant neoplasms, total population","Trachea, bronchus, lung cancers",,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.GHECAUSES--GHE068
GHE_DALYRATE.195,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Malignant neoplasms, total population",Other malignant neoplasms,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.GHECAUSES--GHE078
GHE_DALYRATE.196,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Maternal conditions, female population, by age",5-14 years,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE042__SEX--F
GHE_DALYRATE.196,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Maternal conditions, female population, by age",15-29 years,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.AGE--Y15T29__GHECAUSES--GHE042__SEX--F
GHE_DALYRATE.196,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Maternal conditions, female population, by age",30-49 years,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.AGE--Y30T49__GHECAUSES--GHE042__SEX--F
GHE_DALYRATE.196,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Maternal conditions, female population, by age",50-69 years,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.AGE--Y50T69__GHECAUSES--GHE042__SEX--F
GHE_DALYRATE.196,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Maternal conditions, female population, by age",60-69 years,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.AGE--Y60T69__GHECAUSES--GHE042__SEX--F
GHE_DALYRATE.196,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Maternal conditions, female population, by age",70 plus years of age,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.AGE--Y_GE70__GHECAUSES--GHE042__SEX--F
GHE_DALYRATE.197,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Maternal conditions, male population, by age",5-14 years,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE042__SEX--M
GHE_DALYRATE.197,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Maternal conditions, male population, by age",15-29 years,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.AGE--Y15T29__GHECAUSES--GHE042__SEX--M
GHE_DALYRATE.197,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Maternal conditions, male population, by age",30-49 years,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.AGE--Y30T49__GHECAUSES--GHE042__SEX--M
GHE_DALYRATE.197,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Maternal conditions, male population, by age",50-69 years,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.AGE--Y50T69__GHECAUSES--GHE042__SEX--M
GHE_DALYRATE.197,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Maternal conditions, male population, by age",60-69 years,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.AGE--Y60T69__GHECAUSES--GHE042__SEX--M
GHE_DALYRATE.197,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Maternal conditions, male population, by age",70 plus years of age,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.AGE--Y_GE70__GHECAUSES--GHE042__SEX--M
GHE_DALYRATE.198,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Measles, female population, by age",5-14 years,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE015__SEX--F
GHE_DALYRATE.198,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Measles, female population, by age",15-29 years,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.AGE--Y15T29__GHECAUSES--GHE015__SEX--F
GHE_DALYRATE.198,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Measles, female population, by age",30-49 years,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.AGE--Y30T49__GHECAUSES--GHE015__SEX--F
GHE_DALYRATE.198,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Measles, female population, by age",50-69 years,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.AGE--Y50T69__GHECAUSES--GHE015__SEX--F
GHE_DALYRATE.198,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Measles, female population, by age",60-69 years,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.AGE--Y60T69__GHECAUSES--GHE015__SEX--F
GHE_DALYRATE.198,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Measles, female population, by age",70 plus years of age,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.AGE--Y_GE70__GHECAUSES--GHE015__SEX--F
GHE_DALYRATE.199,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Measles, male population, by age",5-14 years,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE015__SEX--M
GHE_DALYRATE.199,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Measles, male population, by age",15-29 years,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.AGE--Y15T29__GHECAUSES--GHE015__SEX--M
GHE_DALYRATE.199,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Measles, male population, by age",30-49 years,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.AGE--Y30T49__GHECAUSES--GHE015__SEX--M
GHE_DALYRATE.199,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Measles, male population, by age",50-69 years,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.AGE--Y50T69__GHECAUSES--GHE015__SEX--M
GHE_DALYRATE.199,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Measles, male population, by age",60-69 years,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.AGE--Y60T69__GHECAUSES--GHE015__SEX--M
GHE_DALYRATE.199,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Measles, male population, by age",70 plus years of age,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.AGE--Y_GE70__GHECAUSES--GHE015__SEX--M
GHE_DALYRATE.200,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Melanoma and other skin cancers, female population, by age",5-14 years,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE069__SEX--F
GHE_DALYRATE.200,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Melanoma and other skin cancers, female population, by age",15-29 years,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.AGE--Y15T29__GHECAUSES--GHE069__SEX--F
GHE_DALYRATE.200,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Melanoma and other skin cancers, female population, by age",30-49 years,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.AGE--Y30T49__GHECAUSES--GHE069__SEX--F
GHE_DALYRATE.200,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Melanoma and other skin cancers, female population, by age",50-69 years,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.AGE--Y50T69__GHECAUSES--GHE069__SEX--F
GHE_DALYRATE.200,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Melanoma and other skin cancers, female population, by age",60-69 years,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.AGE--Y60T69__GHECAUSES--GHE069__SEX--F
GHE_DALYRATE.200,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Melanoma and other skin cancers, female population, by age",70 plus years of age,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.AGE--Y_GE70__GHECAUSES--GHE069__SEX--F
GHE_DALYRATE.201,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Melanoma and other skin cancers, male population, by age",5-14 years,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE069__SEX--M
GHE_DALYRATE.201,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Melanoma and other skin cancers, male population, by age",15-29 years,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.AGE--Y15T29__GHECAUSES--GHE069__SEX--M
GHE_DALYRATE.201,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Melanoma and other skin cancers, male population, by age",30-49 years,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.AGE--Y30T49__GHECAUSES--GHE069__SEX--M
GHE_DALYRATE.201,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Melanoma and other skin cancers, male population, by age",50-69 years,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.AGE--Y50T69__GHECAUSES--GHE069__SEX--M
GHE_DALYRATE.201,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Melanoma and other skin cancers, male population, by age",60-69 years,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.AGE--Y60T69__GHECAUSES--GHE069__SEX--M
GHE_DALYRATE.201,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Melanoma and other skin cancers, male population, by age",70 plus years of age,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.AGE--Y_GE70__GHECAUSES--GHE069__SEX--M
GHE_DALYRATE.202,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Meningitis, female population, by age",5-14 years,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE017__SEX--F
GHE_DALYRATE.202,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Meningitis, female population, by age",15-29 years,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.AGE--Y15T29__GHECAUSES--GHE017__SEX--F
GHE_DALYRATE.202,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Meningitis, female population, by age",30-49 years,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.AGE--Y30T49__GHECAUSES--GHE017__SEX--F
GHE_DALYRATE.202,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Meningitis, female population, by age",50-69 years,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.AGE--Y50T69__GHECAUSES--GHE017__SEX--F
GHE_DALYRATE.202,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Meningitis, female population, by age",60-69 years,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.AGE--Y60T69__GHECAUSES--GHE017__SEX--F
GHE_DALYRATE.202,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Meningitis, female population, by age",70 plus years of age,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.AGE--Y_GE70__GHECAUSES--GHE017__SEX--F
GHE_DALYRATE.203,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Meningitis, male population, by age",5-14 years,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE017__SEX--M
GHE_DALYRATE.203,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Meningitis, male population, by age",15-29 years,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.AGE--Y15T29__GHECAUSES--GHE017__SEX--M
GHE_DALYRATE.203,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Meningitis, male population, by age",30-49 years,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.AGE--Y30T49__GHECAUSES--GHE017__SEX--M
GHE_DALYRATE.203,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Meningitis, male population, by age",50-69 years,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.AGE--Y50T69__GHECAUSES--GHE017__SEX--M
GHE_DALYRATE.203,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Meningitis, male population, by age",60-69 years,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.AGE--Y60T69__GHECAUSES--GHE017__SEX--M
GHE_DALYRATE.203,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Meningitis, male population, by age",70 plus years of age,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.AGE--Y_GE70__GHECAUSES--GHE017__SEX--M
GHE_DALYRATE.204,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Mental and behavioral disorders, female population, by age",5-14 years,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE082__SEX--F
GHE_DALYRATE.204,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Mental and behavioral disorders, female population, by age",15-29 years,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.AGE--Y15T29__GHECAUSES--GHE082__SEX--F
GHE_DALYRATE.204,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Mental and behavioral disorders, female population, by age",30-49 years,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.AGE--Y30T49__GHECAUSES--GHE082__SEX--F
GHE_DALYRATE.204,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Mental and behavioral disorders, female population, by age",50-69 years,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.AGE--Y50T69__GHECAUSES--GHE082__SEX--F
GHE_DALYRATE.204,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Mental and behavioral disorders, female population, by age",60-69 years,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.AGE--Y60T69__GHECAUSES--GHE082__SEX--F
GHE_DALYRATE.204,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Mental and behavioral disorders, female population, by age",70 plus years of age,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.AGE--Y_GE70__GHECAUSES--GHE082__SEX--F
GHE_DALYRATE.205,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Mental and behavioral disorders, male population, by age",5-14 years,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.AGE--Y5T14__GHECAUSES--GHE082__SEX--M
GHE_DALYRATE.205,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Mental and behavioral disorders, male population, by age",15-29 years,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.AGE--Y15T29__GHECAUSES--GHE082__SEX--M
GHE_DALYRATE.205,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Mental and behavioral disorders, male population, by age",30-49 years,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.AGE--Y30T49__GHECAUSES--GHE082__SEX--M
GHE_DALYRATE.205,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Mental and behavioral disorders, male population, by age",50-69 years,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.AGE--Y50T69__GHECAUSES--GHE082__SEX--M
GHE_DALYRATE.205,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Mental and behavioral disorders, male population, by age",60-69 years,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.AGE--Y60T69__GHECAUSES--GHE082__SEX--M
GHE_DALYRATE.205,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Mental and behavioral disorders, male population, by age",70 plus years of age,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.AGE--Y_GE70__GHECAUSES--GHE082__SEX--M
GHE_DALYRATE.206,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Mental and behavioral disorders, total female population",Alcohol use disorders,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.GHECAUSES--GHE086__SEX--F
GHE_DALYRATE.206,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Mental and behavioral disorders, total female population",Anxiety disorders,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.GHECAUSES--GHE088__SEX--F
GHE_DALYRATE.206,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Mental and behavioral disorders, total female population",Bipolar disorder,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.GHECAUSES--GHE084__SEX--F
GHE_DALYRATE.206,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Mental and behavioral disorders, total female population",Childhood behavioural disorders,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.GHECAUSES--GHE091__SEX--F
GHE_DALYRATE.206,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Mental and behavioral disorders, total female population",Drug use disorders,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.GHECAUSES--GHE087__SEX--F
GHE_DALYRATE.206,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Mental and behavioral disorders, total female population",Eating disorders,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.GHECAUSES--GHE089__SEX--F
GHE_DALYRATE.206,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Mental and behavioral disorders, total female population",Idiopathic intellectual disability,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.GHECAUSES--GHE092__SEX--F
GHE_DALYRATE.206,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Mental and behavioral disorders, total female population",Pervasive developmental disorders,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.GHECAUSES--GHE090__SEX--F
GHE_DALYRATE.206,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Mental and behavioral disorders, total female population",Schizophrenia,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.GHECAUSES--GHE085__SEX--F
GHE_DALYRATE.206,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Mental and behavioral disorders, total female population",Unipolar depressive disorders,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.GHECAUSES--GHE083__SEX--F
GHE_DALYRATE.206,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Mental and behavioral disorders, total female population",Other mental and behavioural disorders,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.GHECAUSES--GHE093__SEX--F
GHE_DALYRATE.207,"Disease burden (number of disability-adjusted life years (DALYs) per 100 000 population): Mental and behavioral disorders, total male population",Alcohol use disorders,,,WHO_GHE_DALYRATE,who/GHE_DALYRATE.GHECAUSES--GHE086__SEX--M
