GROUPING ID,GROUPING DESCRIPTION,Variable Legend,SELECT,DISPLAY,POPULATION_TYPE,VARIABLE
GHE_YLLRATE.368,"Years of life lost from mortality (YLLs) (per 100 000 population): Trichomoniasis, female population, by age",60-69 years,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y60T69__GHECAUSES--GHE008__SEX--F
GHE_YLLRATE.368,"Years of life lost from mortality (YLLs) (per 100 000 population): Trichomoniasis, female population, by age",70 plus years of age,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y_GE70__GHECAUSES--GHE008__SEX--F
GHE_YLLRATE.369,"Years of life lost from mortality (YLLs) (per 100 000 population): Trichomoniasis, male population, by age",5-14 years,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y5T14__GHECAUSES--GHE008__SEX--M
GHE_YLLRATE.369,"Years of life lost from mortality (YLLs) (per 100 000 population): Trichomoniasis, male population, by age",15-29 years,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y15T29__GHECAUSES--GHE008__SEX--M
GHE_YLLRATE.369,"Years of life lost from mortality (YLLs) (per 100 000 population): Trichomoniasis, male population, by age",30-49 years,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y30T49__GHECAUSES--GHE008__SEX--M
GHE_YLLRATE.369,"Years of life lost from mortality (YLLs) (per 100 000 population): Trichomoniasis, male population, by age",50-69 years,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y50T69__GHECAUSES--GHE008__SEX--M
GHE_YLLRATE.369,"Years of life lost from mortality (YLLs) (per 100 000 population): Trichomoniasis, male population, by age",60-69 years,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y60T69__GHECAUSES--GHE008__SEX--M
GHE_YLLRATE.369,"Years of life lost from mortality (YLLs) (per 100 000 population): Trichomoniasis, male population, by age",70 plus years of age,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y_GE70__GHECAUSES--GHE008__SEX--M
GHE_YLLRATE.370,"Years of life lost from mortality (YLLs) (per 100 000 population): Trichuriasis, female population, by age",5-14 years,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y5T14__GHECAUSES--GHE035__SEX--F
GHE_YLLRATE.370,"Years of life lost from mortality (YLLs) (per 100 000 population): Trichuriasis, female population, by age",15-29 years,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y15T29__GHECAUSES--GHE035__SEX--F
GHE_YLLRATE.370,"Years of life lost from mortality (YLLs) (per 100 000 population): Trichuriasis, female population, by age",30-49 years,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y30T49__GHECAUSES--GHE035__SEX--F
GHE_YLLRATE.370,"Years of life lost from mortality (YLLs) (per 100 000 population): Trichuriasis, female population, by age",50-69 years,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y50T69__GHECAUSES--GHE035__SEX--F
GHE_YLLRATE.370,"Years of life lost from mortality (YLLs) (per 100 000 population): Trichuriasis, female population, by age",60-69 years,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y60T69__GHECAUSES--GHE035__SEX--F
GHE_YLLRATE.370,"Years of life lost from mortality (YLLs) (per 100 000 population): Trichuriasis, female population, by age",70 plus years of age,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y_GE70__GHECAUSES--GHE035__SEX--F
GHE_YLLRATE.371,"Years of life lost from mortality (YLLs) (per 100 000 population): Trichuriasis, male population, by age",5-14 years,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y5T14__GHECAUSES--GHE035__SEX--M
GHE_YLLRATE.371,"Years of life lost from mortality (YLLs) (per 100 000 population): Trichuriasis, male population, by age",15-29 years,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y15T29__GHECAUSES--GHE035__SEX--M
GHE_YLLRATE.371,"Years of life lost from mortality (YLLs) (per 100 000 population): Trichuriasis, male population, by age",30-49 years,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y30T49__GHECAUSES--GHE035__SEX--M
GHE_YLLRATE.371,"Years of life lost from mortality (YLLs) (per 100 000 population): Trichuriasis, male population, by age",50-69 years,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y50T69__GHECAUSES--GHE035__SEX--M
GHE_YLLRATE.371,"Years of life lost from mortality (YLLs) (per 100 000 population): Trichuriasis, male population, by age",60-69 years,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y60T69__GHECAUSES--GHE035__SEX--M
GHE_YLLRATE.371,"Years of life lost from mortality (YLLs) (per 100 000 population): Trichuriasis, male population, by age",70 plus years of age,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y_GE70__GHECAUSES--GHE035__SEX--M
GHE_YLLRATE.372,"Years of life lost from mortality (YLLs) (per 100 000 population): Trypanosomiasis, female population, by age",5-14 years,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y5T14__GHECAUSES--GHE023__SEX--F
GHE_YLLRATE.372,"Years of life lost from mortality (YLLs) (per 100 000 population): Trypanosomiasis, female population, by age",15-29 years,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y15T29__GHECAUSES--GHE023__SEX--F
GHE_YLLRATE.372,"Years of life lost from mortality (YLLs) (per 100 000 population): Trypanosomiasis, female population, by age",30-49 years,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y30T49__GHECAUSES--GHE023__SEX--F
GHE_YLLRATE.372,"Years of life lost from mortality (YLLs) (per 100 000 population): Trypanosomiasis, female population, by age",50-69 years,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y50T69__GHECAUSES--GHE023__SEX--F
GHE_YLLRATE.372,"Years of life lost from mortality (YLLs) (per 100 000 population): Trypanosomiasis, female population, by age",60-69 years,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y60T69__GHECAUSES--GHE023__SEX--F
GHE_YLLRATE.372,"Years of life lost from mortality (YLLs) (per 100 000 population): Trypanosomiasis, female population, by age",70 plus years of age,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y_GE70__GHECAUSES--GHE023__SEX--F
GHE_YLLRATE.373,"Years of life lost from mortality (YLLs) (per 100 000 population): Trypanosomiasis, male population, by age",5-14 years,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y5T14__GHECAUSES--GHE023__SEX--M
GHE_YLLRATE.373,"Years of life lost from mortality (YLLs) (per 100 000 population): Trypanosomiasis, male population, by age",15-29 years,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y15T29__GHECAUSES--GHE023__SEX--M
GHE_YLLRATE.373,"Years of life lost from mortality (YLLs) (per 100 000 population): Trypanosomiasis, male population, by age",30-49 years,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y30T49__GHECAUSES--GHE023__SEX--M
GHE_YLLRATE.373,"Years of life lost from mortality (YLLs) (per 100 000 population): Trypanosomiasis, male population, by age",50-69 years,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y50T69__GHECAUSES--GHE023__SEX--M
GHE_YLLRATE.373,"Years of life lost from mortality (YLLs) (per 100 000 population): Trypanosomiasis, male population, by age",60-69 years,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y60T69__GHECAUSES--GHE023__SEX--M
GHE_YLLRATE.373,"Years of life lost from mortality (YLLs) (per 100 000 population): Trypanosomiasis, male population, by age",70 plus years of age,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y_GE70__GHECAUSES--GHE023__SEX--M
GHE_YLLRATE.374,"Years of life lost from mortality (YLLs) (per 100 000 population): Tuberculosis, female population, by age",5-14 years,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y5T14__GHECAUSES--GHE003__SEX--F
GHE_YLLRATE.374,"Years of life lost from mortality (YLLs) (per 100 000 population): Tuberculosis, female population, by age",15-29 years,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y15T29__GHECAUSES--GHE003__SEX--F
GHE_YLLRATE.374,"Years of life lost from mortality (YLLs) (per 100 000 population): Tuberculosis, female population, by age",30-49 years,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y30T49__GHECAUSES--GHE003__SEX--F
GHE_YLLRATE.374,"Years of life lost from mortality (YLLs) (per 100 000 population): Tuberculosis, female population, by age",50-69 years,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y50T69__GHECAUSES--GHE003__SEX--F
GHE_YLLRATE.374,"Years of life lost from mortality (YLLs) (per 100 000 population): Tuberculosis, female population, by age",60-69 years,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y60T69__GHECAUSES--GHE003__SEX--F
GHE_YLLRATE.374,"Years of life lost from mortality (YLLs) (per 100 000 population): Tuberculosis, female population, by age",70 plus years of age,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y_GE70__GHECAUSES--GHE003__SEX--F
GHE_YLLRATE.375,"Years of life lost from mortality (YLLs) (per 100 000 population): Tuberculosis, male population, by age",5-14 years,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y5T14__GHECAUSES--GHE003__SEX--M
GHE_YLLRATE.375,"Years of life lost from mortality (YLLs) (per 100 000 population): Tuberculosis, male population, by age",15-29 years,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y15T29__GHECAUSES--GHE003__SEX--M
GHE_YLLRATE.375,"Years of life lost from mortality (YLLs) (per 100 000 population): Tuberculosis, male population, by age",30-49 years,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y30T49__GHECAUSES--GHE003__SEX--M
GHE_YLLRATE.375,"Years of life lost from mortality (YLLs) (per 100 000 population): Tuberculosis, male population, by age",50-69 years,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y50T69__GHECAUSES--GHE003__SEX--M
GHE_YLLRATE.375,"Years of life lost from mortality (YLLs) (per 100 000 population): Tuberculosis, male population, by age",60-69 years,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y60T69__GHECAUSES--GHE003__SEX--M
GHE_YLLRATE.375,"Years of life lost from mortality (YLLs) (per 100 000 population): Tuberculosis, male population, by age",70 plus years of age,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y_GE70__GHECAUSES--GHE003__SEX--M
GHE_YLLRATE.376,"Years of life lost from mortality (YLLs) (per 100 000 population): Unintentional injuries, female population, by age",5-14 years,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y5T14__GHECAUSES--GHE152__SEX--F
GHE_YLLRATE.376,"Years of life lost from mortality (YLLs) (per 100 000 population): Unintentional injuries, female population, by age",15-29 years,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y15T29__GHECAUSES--GHE152__SEX--F
GHE_YLLRATE.376,"Years of life lost from mortality (YLLs) (per 100 000 population): Unintentional injuries, female population, by age",30-49 years,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y30T49__GHECAUSES--GHE152__SEX--F
GHE_YLLRATE.376,"Years of life lost from mortality (YLLs) (per 100 000 population): Unintentional injuries, female population, by age",50-69 years,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y50T69__GHECAUSES--GHE152__SEX--F
GHE_YLLRATE.376,"Years of life lost from mortality (YLLs) (per 100 000 population): Unintentional injuries, female population, by age",60-69 years,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y60T69__GHECAUSES--GHE152__SEX--F
GHE_YLLRATE.376,"Years of life lost from mortality (YLLs) (per 100 000 population): Unintentional injuries, female population, by age",70 plus years of age,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y_GE70__GHECAUSES--GHE152__SEX--F
GHE_YLLRATE.377,"Years of life lost from mortality (YLLs) (per 100 000 population): Unintentional injuries, male population, by age",5-14 years,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y5T14__GHECAUSES--GHE152__SEX--M
GHE_YLLRATE.377,"Years of life lost from mortality (YLLs) (per 100 000 population): Unintentional injuries, male population, by age",15-29 years,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y15T29__GHECAUSES--GHE152__SEX--M
GHE_YLLRATE.377,"Years of life lost from mortality (YLLs) (per 100 000 population): Unintentional injuries, male population, by age",30-49 years,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y30T49__GHECAUSES--GHE152__SEX--M
GHE_YLLRATE.377,"Years of life lost from mortality (YLLs) (per 100 000 population): Unintentional injuries, male population, by age",50-69 years,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y50T69__GHECAUSES--GHE152__SEX--M
GHE_YLLRATE.377,"Years of life lost from mortality (YLLs) (per 100 000 population): Unintentional injuries, male population, by age",60-69 years,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y60T69__GHECAUSES--GHE152__SEX--M
GHE_YLLRATE.377,"Years of life lost from mortality (YLLs) (per 100 000 population): Unintentional injuries, male population, by age",70 plus years of age,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y_GE70__GHECAUSES--GHE152__SEX--M
GHE_YLLRATE.378,"Years of life lost from mortality (YLLs) (per 100 000 population): Unintentional injuries, total female population",Drowning,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.GHECAUSES--GHE157__SEX--F
GHE_YLLRATE.378,"Years of life lost from mortality (YLLs) (per 100 000 population): Unintentional injuries, total female population",Exposure to forces of nature,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.GHECAUSES--GHE158__SEX--F
GHE_YLLRATE.378,"Years of life lost from mortality (YLLs) (per 100 000 population): Unintentional injuries, total female population",Falls,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.GHECAUSES--GHE155__SEX--F
GHE_YLLRATE.378,"Years of life lost from mortality (YLLs) (per 100 000 population): Unintentional injuries, total female population","Fire, heat and hot substances",,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.GHECAUSES--GHE156__SEX--F
GHE_YLLRATE.378,"Years of life lost from mortality (YLLs) (per 100 000 population): Unintentional injuries, total female population",Poisonings,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.GHECAUSES--GHE154__SEX--F
GHE_YLLRATE.378,"Years of life lost from mortality (YLLs) (per 100 000 population): Unintentional injuries, total female population",Road injury,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.GHECAUSES--GHE153__SEX--F
GHE_YLLRATE.378,"Years of life lost from mortality (YLLs) (per 100 000 population): Unintentional injuries, total female population",Other unintentional injuries,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.GHECAUSES--GHE159__SEX--F
GHE_YLLRATE.379,"Years of life lost from mortality (YLLs) (per 100 000 population): Unintentional injuries, total male population",Drowning,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.GHECAUSES--GHE157__SEX--M
GHE_YLLRATE.379,"Years of life lost from mortality (YLLs) (per 100 000 population): Unintentional injuries, total male population",Exposure to forces of nature,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.GHECAUSES--GHE158__SEX--M
GHE_YLLRATE.379,"Years of life lost from mortality (YLLs) (per 100 000 population): Unintentional injuries, total male population",Falls,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.GHECAUSES--GHE155__SEX--M
GHE_YLLRATE.379,"Years of life lost from mortality (YLLs) (per 100 000 population): Unintentional injuries, total male population","Fire, heat and hot substances",,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.GHECAUSES--GHE156__SEX--M
GHE_YLLRATE.379,"Years of life lost from mortality (YLLs) (per 100 000 population): Unintentional injuries, total male population",Poisonings,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.GHECAUSES--GHE154__SEX--M
GHE_YLLRATE.379,"Years of life lost from mortality (YLLs) (per 100 000 population): Unintentional injuries, total male population",Road injury,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.GHECAUSES--GHE153__SEX--M
GHE_YLLRATE.379,"Years of life lost from mortality (YLLs) (per 100 000 population): Unintentional injuries, total male population",Other unintentional injuries,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.GHECAUSES--GHE159__SEX--M
GHE_YLLRATE.380,"Years of life lost from mortality (YLLs) (per 100 000 population): Unintentional injuries, total population",Drowning,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.GHECAUSES--GHE157
GHE_YLLRATE.380,"Years of life lost from mortality (YLLs) (per 100 000 population): Unintentional injuries, total population",Exposure to forces of nature,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.GHECAUSES--GHE158
GHE_YLLRATE.380,"Years of life lost from mortality (YLLs) (per 100 000 population): Unintentional injuries, total population",Falls,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.GHECAUSES--GHE155
GHE_YLLRATE.380,"Years of life lost from mortality (YLLs) (per 100 000 population): Unintentional injuries, total population","Fire, heat and hot substances",,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.GHECAUSES--GHE156
GHE_YLLRATE.380,"Years of life lost from mortality (YLLs) (per 100 000 population): Unintentional injuries, total population",Poisonings,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.GHECAUSES--GHE154
GHE_YLLRATE.380,"Years of life lost from mortality (YLLs) (per 100 000 population): Unintentional injuries, total population",Road injury,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.GHECAUSES--GHE153
GHE_YLLRATE.380,"Years of life lost from mortality (YLLs) (per 100 000 population): Unintentional injuries, total population",Other unintentional injuries,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.GHECAUSES--GHE159
GHE_YLLRATE.381,"Years of life lost from mortality (YLLs) (per 100 000 population): Unipolar depressive disorders, female population, by age",5-14 years,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y5T14__GHECAUSES--GHE083__SEX--F
GHE_YLLRATE.381,"Years of life lost from mortality (YLLs) (per 100 000 population): Unipolar depressive disorders, female population, by age",15-29 years,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y15T29__GHECAUSES--GHE083__SEX--F
GHE_YLLRATE.381,"Years of life lost from mortality (YLLs) (per 100 000 population): Unipolar depressive disorders, female population, by age",30-49 years,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y30T49__GHECAUSES--GHE083__SEX--F
GHE_YLLRATE.381,"Years of life lost from mortality (YLLs) (per 100 000 population): Unipolar depressive disorders, female population, by age",50-69 years,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y50T69__GHECAUSES--GHE083__SEX--F
GHE_YLLRATE.381,"Years of life lost from mortality (YLLs) (per 100 000 population): Unipolar depressive disorders, female population, by age",60-69 years,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y60T69__GHECAUSES--GHE083__SEX--F
GHE_YLLRATE.381,"Years of life lost from mortality (YLLs) (per 100 000 population): Unipolar depressive disorders, female population, by age",70 plus years of age,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y_GE70__GHECAUSES--GHE083__SEX--F
GHE_YLLRATE.382,"Years of life lost from mortality (YLLs) (per 100 000 population): Unipolar depressive disorders, male population, by age",5-14 years,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y5T14__GHECAUSES--GHE083__SEX--M
GHE_YLLRATE.382,"Years of life lost from mortality (YLLs) (per 100 000 population): Unipolar depressive disorders, male population, by age",15-29 years,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y15T29__GHECAUSES--GHE083__SEX--M
GHE_YLLRATE.382,"Years of life lost from mortality (YLLs) (per 100 000 population): Unipolar depressive disorders, male population, by age",30-49 years,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y30T49__GHECAUSES--GHE083__SEX--M
GHE_YLLRATE.382,"Years of life lost from mortality (YLLs) (per 100 000 population): Unipolar depressive disorders, male population, by age",50-69 years,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y50T69__GHECAUSES--GHE083__SEX--M
GHE_YLLRATE.382,"Years of life lost from mortality (YLLs) (per 100 000 population): Unipolar depressive disorders, male population, by age",60-69 years,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y60T69__GHECAUSES--GHE083__SEX--M
GHE_YLLRATE.382,"Years of life lost from mortality (YLLs) (per 100 000 population): Unipolar depressive disorders, male population, by age",70 plus years of age,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y_GE70__GHECAUSES--GHE083__SEX--M
GHE_YLLRATE.383,"Years of life lost from mortality (YLLs) (per 100 000 population): Upper respiratory infections, female population, by age",5-14 years,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y5T14__GHECAUSES--GHE040__SEX--F
GHE_YLLRATE.383,"Years of life lost from mortality (YLLs) (per 100 000 population): Upper respiratory infections, female population, by age",15-29 years,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y15T29__GHECAUSES--GHE040__SEX--F
GHE_YLLRATE.383,"Years of life lost from mortality (YLLs) (per 100 000 population): Upper respiratory infections, female population, by age",30-49 years,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y30T49__GHECAUSES--GHE040__SEX--F
GHE_YLLRATE.383,"Years of life lost from mortality (YLLs) (per 100 000 population): Upper respiratory infections, female population, by age",50-69 years,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y50T69__GHECAUSES--GHE040__SEX--F
GHE_YLLRATE.383,"Years of life lost from mortality (YLLs) (per 100 000 population): Upper respiratory infections, female population, by age",60-69 years,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y60T69__GHECAUSES--GHE040__SEX--F
GHE_YLLRATE.383,"Years of life lost from mortality (YLLs) (per 100 000 population): Upper respiratory infections, female population, by age",70 plus years of age,,,WHO_GHE_YLLRATE,who/GHE_YLLRATE.AGE--Y_GE70__GHECAUSES--GHE040__SEX--F
